Gene name	Human gene name	Human homology type
CIZ1	CIZ1	ortholog_one2one
KIF27	KIF27	ortholog_one2one
BICDL2	BICDL2	ortholog_one2one
RIOK2	RIOK2	ortholog_one2one
CYSTM1	CYSTM1	ortholog_one2one
U6	RNU6-358P	ortholog_one2one
CLEC19A	CLEC19A	ortholog_one2one
STAT5B	STAT5B	ortholog_one2one
ANXA11	ANXA11	ortholog_one2one
BRAP	BRAP	ortholog_one2one
ATP4A	ATP4A	ortholog_one2one
	IFNL2	ortholog_many2many
	IFNL3	ortholog_many2many
MSH3	MSH3	ortholog_one2one
SLC4A5	SLC4A5	ortholog_one2one
TPD52L3	TPD52L3	ortholog_one2one
RNF6	RNF6	ortholog_one2one
mml-mir-342	MIR342	ortholog_one2one
RBM43	RBM43	ortholog_one2one
	ZNF705D	ortholog_many2many
	ZNF705A	ortholog_many2many
	ZNF705G	ortholog_many2many
	ZNF705B	ortholog_many2many
DEGS2	DEGS2	ortholog_one2one
	ACOT6	ortholog_one2one
PTH2	PTH2	ortholog_one2one
NLRP6	NLRP6	ortholog_one2one
PCID2	PCID2	ortholog_one2one
RPUSD3	RPUSD3	ortholog_one2one
C19H19orf12	C19orf12	ortholog_one2one
MED26	MED26	ortholog_one2one
MYH14	MYH14	ortholog_one2one
TLE7	TLE7	ortholog_one2one
TMEM259	TMEM259	ortholog_one2one
U6	RNU6-617P	ortholog_many2many
U6	RNU6-1021P	ortholog_many2many
U6	RNU6-286P	ortholog_many2many
U6	U6	ortholog_many2many
U6	RNU6-816P	ortholog_many2many
U6	RNU6-1268P	ortholog_many2many
U6	RNU6-749P	ortholog_many2many
U6	RNU6-631P	ortholog_many2many
U6	U6	ortholog_many2many
U6	RNU6-473P	ortholog_many2many
U6	RNU6-1049P	ortholog_many2many
U6	U6	ortholog_many2many
U6	RNU6-127P	ortholog_many2many
U6	RNU6-848P	ortholog_many2many
U6	RNU6-1239P	ortholog_many2many
IL33	IL33	ortholog_one2one
JAK3	JAK3	ortholog_one2many
U6	RNU6-760P	ortholog_one2one
	ZNF14	ortholog_one2many
CLEC3A	CLEC3A	ortholog_one2one
KYNU	KYNU	ortholog_one2one
Metazoa_SRP	RN7SL74P	ortholog_one2one
ZFY	ZFY	ortholog_one2one
SMYD4	SMYD4	ortholog_one2one
	BTBD18	ortholog_one2many
Y_RNA	Y_RNA	ortholog_one2one
TCEAL4	TCEAL4	ortholog_one2one
INPP5E	INPP5E	ortholog_one2one
	SRSF3	ortholog_one2many
PCSK5	PCSK5	ortholog_one2one
ABCA13	ABCA13	ortholog_one2one
mml-mir-939	MIR939	ortholog_one2one
PLAAT4	PLAAT4	ortholog_one2one
ZNF426	ZNF426	ortholog_one2one
GFY	GFY	ortholog_one2one
EIF2S3	EIF2S3	ortholog_one2one
HBEGF	HBEGF	ortholog_one2one
ESM1	ESM1	ortholog_one2one
GOLPH3	GOLPH3	ortholog_one2one
	ACP2	ortholog_one2many
EMP1	EMP1	ortholog_one2one
	ANKRD20A1	ortholog_one2many
GPR151	GPR151	ortholog_one2one
SPOP	SPOP	ortholog_one2one
LGALS12	LGALS12	ortholog_one2one
U6	RNU6-167P	ortholog_one2one
NDUFA10	NDUFA10	ortholog_one2one
KRR1	KRR1	ortholog_one2one
FZD6	FZD6	ortholog_one2one
CBY2	CBY2	ortholog_one2one
LMOD2	LMOD2	ortholog_one2one
LDLRAD4	LDLRAD4	ortholog_one2one
	IFNL2	ortholog_many2many
	IFNL3	ortholog_many2many
ADAM18	ADAM18	ortholog_one2one
CCIN	CCIN	ortholog_one2one
DCAF15	DCAF15	ortholog_one2one
CFAP68	CFAP68	ortholog_one2one
	RPA1	ortholog_one2many
U7	RNU7-14P	ortholog_one2one
WSB1	WSB1	ortholog_one2one
PITX3	PITX3	ortholog_one2one
SECISBP2L	SECISBP2L	ortholog_one2one
STEAP3	STEAP3	ortholog_one2one
UNC5D	UNC5D	ortholog_one2one
	CD24	ortholog_one2many
MYH10	MYH10	ortholog_one2one
Metazoa_SRP	RN7SL718P	ortholog_many2many
Metazoa_SRP	RN7SL602P	ortholog_many2many
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
SLC17A7	SLC17A7	ortholog_one2one
HABP2	HABP2	ortholog_one2one
ZNF101	ZNF101	ortholog_one2one
	USP17L1	ortholog_many2many
	USP17L8	ortholog_many2many
	USP17L7	ortholog_many2many
	USP17L25	ortholog_many2many
	USP17L24	ortholog_many2many
	USP17L15	ortholog_many2many
	USP17L29	ortholog_many2many
	USP17L20	ortholog_many2many
	USP17L10	ortholog_many2many
	USP17L19	ortholog_many2many
	USP17L3	ortholog_many2many
	USP17L12	ortholog_many2many
	USP17L17	ortholog_many2many
	USP17L23	ortholog_many2many
	USP17L2	ortholog_many2many
	USP17L18	ortholog_many2many
	USP17L26	ortholog_many2many
	USP17L21	ortholog_many2many
	USP17L11	ortholog_many2many
	USP17L5	ortholog_many2many
	USP17L4	ortholog_many2many
	USP17L22	ortholog_many2many
	USP17L30	ortholog_many2many
	USP17L13	ortholog_many2many
	USP17L28	ortholog_many2many
	USP17L27	ortholog_many2many
WWOX	WWOX	ortholog_one2one
SLC39A4	SLC39A4	ortholog_one2one
CHFR	CHFR	ortholog_one2one
GLIPR2	GLIPR2	ortholog_one2one
C10H20orf202	C20orf202	ortholog_one2one
TMC5	TMC5	ortholog_one2one
FBXL20	FBXL20	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
PHLDB3	PHLDB3	ortholog_one2one
DSC1	DSC1	ortholog_one2one
BARX1	BARX1	ortholog_one2one
CDK8	CDK8	ortholog_one2one
MMP25	MMP25	ortholog_one2one
MAML1	MAML1	ortholog_one2one
PLEKHM1	PLEKHM1	ortholog_one2one
GUCY2C	GUCY2C	ortholog_one2one
NOL4L	NOL4L	ortholog_one2one
BBLN	BBLN	ortholog_one2one
CHMP6	CHMP6	ortholog_one2one
YY1	YY1	ortholog_one2one
STOX1	STOX1	ortholog_one2one
CALB2	CALB2	ortholog_one2one
Metazoa_SRP	RN7SL275P	ortholog_one2many
MIS18BP1	MIS18BP1	ortholog_one2one
TIMP1	TIMP1	ortholog_one2one
DYNLRB1	DYNLRB1	ortholog_one2one
WASL	WASL	ortholog_one2one
STOM	STOM	ortholog_one2one
PLAAT5	PLAAT5	ortholog_one2one
PLA2G12B	PLA2G12B	ortholog_one2one
PPP2R2B	PPP2R2B	ortholog_one2one
U6	RNU6-64P	ortholog_one2one
		ortholog_one2one
FAM107B	FAM107B	ortholog_one2one
NOPCHAP1	NOPCHAP1	ortholog_one2one
CNOT8	CNOT8	ortholog_one2one
PIH1D1	PIH1D1	ortholog_one2one
CNOT2	CNOT2	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
GZMK	GZMK	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
KIAA1328	KIAA1328	ortholog_one2one
SNORD98	SNORD98	ortholog_one2one
		ortholog_one2one
MIA	MIA	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
MTMR12	MTMR12	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
KIAA2026	KIAA2026	ortholog_one2one
LCN2	LCN2	ortholog_one2one
CTHRC1	CTHRC1	ortholog_one2one
SIAH3	SIAH3	ortholog_one2one
AAK1	AAK1	ortholog_one2one
TMEM74B	TMEM74B	ortholog_one2one
SCUBE2	SCUBE2	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
CYP27A1	CYP27A1	ortholog_one2one
CCNE1	CCNE1	ortholog_one2one
MAP1LC3A	MAP1LC3A	ortholog_one2one
ETHE1	ETHE1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
XKR4	XKR4	ortholog_one2one
U6	RNU6-808P	ortholog_one2one
ACVR1	ACVR1	ortholog_one2one
NDUFB10	NDUFB10	ortholog_one2one
CPLX4	CPLX4	ortholog_one2one
U6	RNU6-117P	ortholog_one2one
CTCF	CTCF	ortholog_one2one
CIDEC	CIDEC	ortholog_one2one
RBBP9	RBBP9	ortholog_one2one
	CCL3	ortholog_many2many
	CCL3L3	ortholog_many2many
EXPH5	EXPH5	ortholog_one2one
XPOT	XPOT	ortholog_one2one
OIT3	OIT3	ortholog_one2one
		ortholog_one2many
Y_RNA	Y_RNA	ortholog_one2one
HERPUD1	HERPUD1	ortholog_one2one
METTL21EP	METTL21EP	ortholog_one2one
PLBD2	PLBD2	ortholog_one2one
TET1	TET1	ortholog_one2one
U1	RNU1-91P	ortholog_one2one
LTC4S	LTC4S	ortholog_one2one
ZNF121	ZNF121	ortholog_one2one
IFNL1	IFNL1	ortholog_one2one
Metazoa_SRP	RN7SL79P	ortholog_one2one
ZFX	ZFX	ortholog_one2one
		ortholog_one2one
PCDH19	PCDH19	ortholog_one2one
PSMF1	PSMF1	ortholog_one2one
mml-mir-651	MIR651	ortholog_one2one
GPM6B	GPM6B	ortholog_one2one
ARHGAP15	ARHGAP15	ortholog_one2one
NMI	NMI	ortholog_one2one
	VCY1B	ortholog_many2many
	VCY	ortholog_many2many
	VCX3B	ortholog_many2many
	VCX2	ortholog_many2many
	VCX3A	ortholog_many2many
	VCX	ortholog_many2many
Metazoa_SRP	RN7SL163P	ortholog_one2many
U6	RNU6-497P	ortholog_one2one
TTLL12	TTLL12	ortholog_one2one
Metazoa_SRP	RN7SL45P	ortholog_one2one
QRSL1	QRSL1	ortholog_one2one
VPS28	VPS28	ortholog_one2one
RFX1	RFX1	ortholog_one2one
OSBPL5	OSBPL5	ortholog_one2one
MIR331	MIR331	ortholog_one2one
UBE2L5	UBE2L5	ortholog_one2one
SNAI3	SNAI3	ortholog_one2one
SNORA46	SNORA46	ortholog_one2one
UBE2D3	UBE2D3	ortholog_one2one
U1	RNU1-22P	ortholog_one2one
MIR326	MIR326	ortholog_one2one
ALDH3A1	ALDH3A1	ortholog_one2one
SLC4A9	SLC4A9	ortholog_one2one
U6	RNU6-563P	ortholog_one2one
DNAL1	DNAL1	ortholog_one2one
	RAB4B	ortholog_one2many
ALDH1L2	ALDH1L2	ortholog_one2one
SNORA50A	SNORA50A	ortholog_one2one
	VCY1B	ortholog_many2many
	VCY	ortholog_many2many
	VCX3B	ortholog_many2many
	VCX2	ortholog_many2many
	VCX3A	ortholog_many2many
	VCX	ortholog_many2many
RAX	RAX	ortholog_one2one
Metazoa_SRP	RN7SL468P	ortholog_one2one
		ortholog_one2one
HSPB2	HSPB2	ortholog_one2one
SLC25A29	SLC25A29	ortholog_one2one
SLC22A8	SLC22A8	ortholog_one2one
CDNF	CDNF	ortholog_one2one
SLC25A32	SLC25A32	ortholog_one2one
PLAC9	PLAC9	ortholog_one2many
C1QL2	C1QL2	ortholog_one2one
SLC10A2	SLC10A2	ortholog_one2one
mml-mir-193a	MIR193A	ortholog_one2one
DSC2	DSC2	ortholog_one2one
ZSCAN10	ZSCAN10	ortholog_one2one
SNORA50A	SNORA50A	ortholog_one2one
	ZNF561	ortholog_one2one
GRAMD4	GRAMD4	ortholog_one2one
LRFN1	LRFN1	ortholog_one2one
ZNF554	ZNF554	ortholog_one2one
HUWE1	HUWE1	ortholog_one2one
BCAS1	BCAS1	ortholog_one2one
YES1	YES1	ortholog_one2one
ZC3H13	ZC3H13	ortholog_one2one
U8	SNORD118	ortholog_one2one
ADAM2	ADAM2	ortholog_one2one
NQO1	NQO1	ortholog_one2one
GSN	GSN	ortholog_one2one
U6	RNU6-735P	ortholog_one2one
RNU6ATAC7P	RNU6ATAC7P	ortholog_one2one
ANOS1	ANOS1	ortholog_one2one
ITFG1	ITFG1	ortholog_one2one
U1	RNU1-73P	ortholog_one2one
POLR3F	POLR3F	ortholog_one2one
CYSLTR2	CYSLTR2	ortholog_one2one
MCU	MCU	ortholog_one2one
RNF166	RNF166	ortholog_one2one
FAM210A	FAM210A	ortholog_one2many
NCOA3	NCOA3	ortholog_one2one
RPS2	RPS2	ortholog_one2one
GRP	GRP	ortholog_one2one
NECTIN2	NECTIN2	ortholog_one2one
	TCEAL6	ortholog_one2many
	TCEAL3	ortholog_one2many
TMEM107	TMEM107	ortholog_one2one
mml-mir-365-2	MIR365B	ortholog_one2one
JAGN1	JAGN1	ortholog_one2one
METAP2	METAP2	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
TMEM68	TMEM68	ortholog_one2one
DMAP1	DMAP1	ortholog_one2one
U6	RNU6-335P	ortholog_one2one
GMFG	GMFG	ortholog_one2one
TCEAL1	TCEAL1	ortholog_one2one
CFP	CFP	ortholog_one2one
MARCO	MARCO	ortholog_one2one
U7	RNU7-62P	ortholog_one2one
Metazoa_SRP	RN7SL523P	ortholog_one2one
BAIAP2	BAIAP2	ortholog_one2one
ZNF575	ZNF575	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
ZNF14	ZNF14	ortholog_one2many
U6	RNU6-1053P	ortholog_one2one
ZNF205	ZNF205	ortholog_one2one
U6	RNU6-558P	ortholog_one2one
GRIN2C	GRIN2C	ortholog_one2one
PIGU	PIGU	ortholog_one2one
CETP	CETP	ortholog_one2one
MGAT4B	MGAT4B	ortholog_one2one
RECK	RECK	ortholog_one2one
U2	RNU2-5P	ortholog_one2one
	SNORA68	ortholog_one2many
U6	RNU6-972P	ortholog_one2one
RASGRF2	RASGRF2	ortholog_one2one
QNG1	QNG1	ortholog_one2one
RTN4RL1	RTN4RL1	ortholog_one2one
NARF	NARF	ortholog_one2one
SLC38A7	SLC38A7	ortholog_one2one
	HSFY2	ortholog_many2many
	HSFY1	ortholog_many2many
U6	RNU6-625P	ortholog_one2one
NRAP	NRAP	ortholog_one2one
TUBA1A	TUBA1A	ortholog_one2one
CCDC6	CCDC6	ortholog_one2one
RBKS	RBKS	ortholog_one2one
COG6	COG6	ortholog_one2one
EXOSC5	EXOSC5	ortholog_one2one
U1	RNU1-95P	ortholog_one2many
U1	RNU1-40P	ortholog_one2many
U1	RNU1-107P	ortholog_one2many
U1	RNU1-128P	ortholog_one2many
U1	RNU1-86P	ortholog_one2many
U1	RNU1-97P	ortholog_one2many
CRYAB	CRYAB	ortholog_one2one
SYNPO2	SYNPO2	ortholog_one2one
EGLN2	EGLN2	ortholog_one2many
SLC25A47	SLC25A47	ortholog_one2one
SLC5A5	SLC5A5	ortholog_one2one
IL17RE	IL17RE	ortholog_one2one
CARMIL2	CARMIL2	ortholog_one2one
U6	RNU6-240P	ortholog_one2one
U7	RNU7-123P	ortholog_one2many
U7	RNU7-57P	ortholog_one2one
PGGHG	PGGHG	ortholog_one2one
KANSL1	KANSL1	ortholog_one2one
U6	RNU6-552P	ortholog_one2one
ZNF555	ZNF555	ortholog_one2one
UBE2U	UBE2U	ortholog_one2one
ZNF213	ZNF213	ortholog_one2one
SEC11C	SEC11C	ortholog_one2one
TMEM38A	TMEM38A	ortholog_one2one
PTGES2	PTGES2	ortholog_one2one
	PPIA	ortholog_one2many
COL2A1	COL2A1	ortholog_one2one
Metazoa_SRP	RN7SL362P	ortholog_one2one
	FBP1	ortholog_one2many
VEZF1	VEZF1	ortholog_one2one
NXPH3	NXPH3	ortholog_one2one
PNMA1	PNMA1	ortholog_one2one
ATE1	ATE1	ortholog_one2one
NOS3	NOS3	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
HSPA14	HSPA14	ortholog_one2one
TMC6	TMC6	ortholog_one2one
GZMA	GZMA	ortholog_one2one
CYP2E1	CYP2E1	ortholog_one2many
TPGS2	TPGS2	ortholog_one2one
TNFRSF19	TNFRSF19	ortholog_one2one
FGFR1OP2	FGFR1OP2	ortholog_one2one
GEMIN5	GEMIN5	ortholog_one2one
PMPCA	PMPCA	ortholog_one2one
RNMT	RNMT	ortholog_one2one
Metazoa_SRP	RN7SL577P	ortholog_one2one
NOA1	NOA1	ortholog_one2one
CNN2	CNN2	ortholog_one2one
HYAL4	HYAL4	ortholog_one2one
mml-mir-193b	MIR193B	ortholog_one2one
		ortholog_one2one
	SNORA10	ortholog_one2many
Metazoa_SRP	RN7SL734P	ortholog_one2one
MIR365A	MIR365A	ortholog_one2one
MYL7	MYL7	ortholog_one2one
SNORA64	SNORA64	ortholog_one2one
SNORA36C	SNORA36C	ortholog_one2one
MORF4L2	MORF4L2	ortholog_one2one
ZNF506	ZNF506	ortholog_one2one
BORCS6	BORCS6	ortholog_one2one
FNDC3A	FNDC3A	ortholog_one2one
Metazoa_SRP	RN7SL381P	ortholog_one2one
RNLS	RNLS	ortholog_one2one
SNORA78	SNORA78	ortholog_one2one
Metazoa_SRP	RN7SL604P	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
MNT	MNT	ortholog_one2one
MLANA	MLANA	ortholog_one2one
GINS2	GINS2	ortholog_one2one
DHX40	DHX40	ortholog_one2one
RNF151	RNF151	ortholog_one2one
SLC22A6	SLC22A6	ortholog_one2one
TONSL	TONSL	ortholog_one2one
XRCC1	XRCC1	ortholog_one2one
MED1	MED1	ortholog_one2one
PRKAG3	PRKAG3	ortholog_one2one
IFITM5	IFITM5	ortholog_one2one
MIDEAS	MIDEAS	ortholog_one2one
B3GNT8	B3GNT8	ortholog_one2one
C14H11orf52	C11orf52	ortholog_one2one
POLA2	POLA2	ortholog_one2one
RANBP9	RANBP9	ortholog_one2one
COPS2	COPS2	ortholog_one2many
KDM8	KDM8	ortholog_one2one
DOCK6	DOCK6	ortholog_one2one
NGFR	NGFR	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
U4	RNU4-46P	ortholog_one2one
	SYCE1	ortholog_one2many
SPAM1	SPAM1	ortholog_one2one
Metazoa_SRP	RN7SL275P	ortholog_one2many
CHAC2	CHAC2	ortholog_one2one
LARGE2	LARGE2	ortholog_one2one
CTU2	CTU2	ortholog_one2one
FAM9A	FAM9A	ortholog_one2one
AVPR2	AVPR2	ortholog_one2one
TNMD	TNMD	ortholog_one2one
GDE1	GDE1	ortholog_one2one
	DMAC2	ortholog_one2many
Metazoa_SRP	RN7SL202P	ortholog_one2many
HAUS5	HAUS5	ortholog_one2one
RNF113B	RNF113B	ortholog_one2one
	FAM90A23	ortholog_one2many
	FAM90A15P	ortholog_one2many
	FAM90A14	ortholog_one2many
	FAM90A3P	ortholog_one2many
	FAM90A20P	ortholog_one2many
	FAM90A9	ortholog_one2many
	FAM90A22	ortholog_one2many
	FAM90A7	ortholog_one2many
	FAM90A1	ortholog_one2many
	FAM90A8	ortholog_one2many
	FAM90A10	ortholog_one2many
	FAM90A17	ortholog_one2many
	FAM90A26	ortholog_one2many
	FAM90A18	ortholog_one2many
	FAM90A19	ortholog_one2many
	FAM90A24P	ortholog_one2many
	FAM90A5P	ortholog_one2many
	FAM90A16	ortholog_one2many
	FAM90A12P	ortholog_one2many
	FAM90A13P	ortholog_one2many
	FAM90A11P	ortholog_one2many
PHLDA1	PHLDA1	ortholog_one2one
TBL3	TBL3	ortholog_one2one
SLC16A9	SLC16A9	ortholog_one2one
FBXW8	FBXW8	ortholog_one2one
SQSTM1	SQSTM1	ortholog_one2one
U6	RNU6-75P	ortholog_one2one
MED27	MED27	ortholog_one2one
NHSL2	NHSL2	ortholog_one2one
U4	RNU4-14P	ortholog_one2one
CCDC68	CCDC68	ortholog_one2one
RPL10L	RPL10L	ortholog_one2one
WARS1	WARS1	ortholog_one2one
MICU1	MICU1	ortholog_one2one
KCNC3	KCNC3	ortholog_one2one
C20H16orf74	C16orf74	ortholog_one2one
ELK1	ELK1	ortholog_one2many
CUL4A	CUL4A	ortholog_one2one
NWD1	NWD1	ortholog_one2one
ACAD10	ACAD10	ortholog_one2one
STK24	STK24	ortholog_one2one
UPP1	UPP1	ortholog_one2one
ALDH16A1	ALDH16A1	ortholog_one2one
NAP1L1	NAP1L1	ortholog_one2one
SDS	SDS	ortholog_one2one
U1	RNU1-109P	ortholog_one2one
NFU1	NFU1	ortholog_one2one
TP53INP2	TP53INP2	ortholog_one2one
GABPB2	GABPB2	ortholog_one2one
SAMD4B	SAMD4B	ortholog_one2one
SLC4A1AP	SLC4A1AP	ortholog_one2one
TGS1	TGS1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
NSMCE1	NSMCE1	ortholog_one2one
IL17RC	IL17RC	ortholog_one2one
CUEDC1	CUEDC1	ortholog_one2one
WASHC4	WASHC4	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
CFL1	CFL1	ortholog_one2one
ARHGAP4	ARHGAP4	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
ERMP1	ERMP1	ortholog_one2one
CCDC124	CCDC124	ortholog_one2one
FAM9B	FAM9B	ortholog_one2one
EMC8	EMC8	ortholog_one2one
Metazoa_SRP	RN7SL272P	ortholog_one2one
TEKT4	TEKT4	ortholog_one2one
KLF17	KLF17	ortholog_one2one
NLRC5	NLRC5	ortholog_one2one
SCN3A	SCN3A	ortholog_one2one
MDGA2	MDGA2	ortholog_one2one
U6	RNU6-855P	ortholog_one2one
MYOZ2	MYOZ2	ortholog_one2one
PHB1	PHB1	ortholog_one2one
LIPJ	LIPJ	ortholog_one2one
SLC25A25	SLC25A25	ortholog_one2one
KCNU1	KCNU1	ortholog_one2one
TMEM229A	TMEM229A	ortholog_one2one
HNRNPK	HNRNPK	ortholog_one2one
EN1	EN1	ortholog_one2one
TOMM40	TOMM40	ortholog_one2one
MACIR	MACIR	ortholog_one2one
OR1F1	OR1F1	ortholog_one2one
CCP110	CCP110	ortholog_one2one
H4C16	H4C13	ortholog_one2one
CDC20B	CDC20B	ortholog_one2one
POLD2	POLD2	ortholog_one2one
SPAG9	SPAG9	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
U6	RNU6-710P	ortholog_one2one
ZNF556	ZNF556	ortholog_one2one
ADCYAP1	ADCYAP1	ortholog_one2one
MC5R	MC5R	ortholog_one2many
DDX10	DDX10	ortholog_one2one
ROR1	ROR1	ortholog_one2one
ZDHHC15	ZDHHC15	ortholog_one2one
ZNF629	ZNF629	ortholog_one2one
WASF3	WASF3	ortholog_one2one
USP44	USP44	ortholog_one2one
SUPT7L	SUPT7L	ortholog_one2one
TSPAN6	SYTL4	ortholog_one2one
ZNF532	ZNF532	ortholog_one2one
U4	RNU4-13P	ortholog_one2one
FCHSD2	FCHSD2	ortholog_one2one
TSPO	TSPO	ortholog_one2one
H2AJ	H2AJ	ortholog_one2one
METTL16	METTL16	ortholog_one2one
GEMIN8	GEMIN8	ortholog_one2one
NOB1	NOB1	ortholog_one2one
SOS1	SOS1	ortholog_one2one
WDR25	WDR25	ortholog_one2one
U6	RNU6-120P	ortholog_one2one
RLN3	RLN3	ortholog_one2one
U6	RNU6-997P	ortholog_one2one
TM7SF3	TM7SF3	ortholog_one2one
KCNN1	KCNN1	ortholog_one2one
ZNF77	ZNF77	ortholog_one2one
TNFAIP6	TNFAIP6	ortholog_one2one
ABCA7	ABCA7	ortholog_one2one
CISD2	CISD2	ortholog_one2one
COA5	COA5	ortholog_one2one
CMTR2	CMTR2	ortholog_one2one
DZANK1	DZANK1	ortholog_one2one
NCOA6	NCOA6	ortholog_one2one
	TMPRSS9	ortholog_one2many
ZNF93	ZNF93	ortholog_one2one
DIXDC1	DIXDC1	ortholog_one2one
Metazoa_SRP	RN7SL479P	ortholog_one2one
	FBP2	ortholog_one2one
C3H7orf57	C7orf57	ortholog_one2one
WNT6	WNT6	ortholog_one2one
MIR5047	MIR5047	ortholog_one2one
ZNF652	ZNF652	ortholog_one2one
U3	U3	ortholog_one2one
DSC3	DSC3	ortholog_one2one
ZNF200	ZNF200	ortholog_one2one
RSPO4	RSPO4	ortholog_one2one
ROCK1	ROCK1	ortholog_one2one
GNAO1	GNAO1	ortholog_one2one
RAB27B	RAB27B	ortholog_one2one
USPL1	USPL1	ortholog_one2one
U6	RNU6-102P	ortholog_one2one
GABRG2	GABRG2	ortholog_one2one
MCTS1	MCTS1	ortholog_one2one
Metazoa_SRP	RN7SL259P	ortholog_one2one
NAPSA	NAPSA	ortholog_one2one
		ortholog_one2many
		ortholog_one2many
ULK2	ULK2	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
CYP2E1	CYP2E1	ortholog_one2many
UGCG	UGCG	ortholog_one2one
NCAPH	NCAPH	ortholog_one2one
BEGAIN	BEGAIN	ortholog_one2one
AKAP5	AKAP5	ortholog_one2one
GTDC1	GTDC1	ortholog_one2one
PAFAH1B1	PAFAH1B1	ortholog_one2one
CEP95	CEP95	ortholog_one2one
Metazoa_SRP	RN7SL181P	ortholog_one2one
CEACAM4	CEACAM4	ortholog_one2one
YPEL2	YPEL2	ortholog_one2one
WBP11	WBP11	ortholog_one2one
GPR37	GPR37	ortholog_one2one
TMDD1	TMDD1	ortholog_one2one
MCAT	MCAT	ortholog_one2one
UXT	UXT	ortholog_one2one
URI1	URI1	ortholog_one2one
SNORD61	SNORD61	ortholog_one2one
NOL7	NOL7	ortholog_one2one
RTN4IP1	RTN4IP1	ortholog_one2one
U6	RNU6-436P	ortholog_one2one
U1	RNU1-103P	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
SNX32	SNX32	ortholog_one2one
MRNIP	MRNIP	ortholog_one2one
SNORD14	SNORD14D	ortholog_one2one
MFF	MFF	ortholog_one2one
CHRM1	CHRM1	ortholog_one2one
NOXO1	NOXO1	ortholog_one2one
SNORA50B	SNORA50B	ortholog_one2one
UNC50	UNC50	ortholog_one2one
MIPEP	MIPEP	ortholog_one2one
LIPF	LIPF	ortholog_one2one
SLC9B1	SLC9B1	ortholog_one2one
PHKB	PHKB	ortholog_one2one
MRPS23	MRPS23	ortholog_one2one
IL27RA	IL27RA	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
	SPOUT1	ortholog_one2many
SNORD14	SNORD14C	ortholog_one2one
SORBS1	SORBS1	ortholog_one2one
RAB14	RAB14	ortholog_one2one
ACD	ACD	ortholog_one2one
TMEM31	TMEM31	ortholog_one2one
EIF4EBP3	ANKHD1	ortholog_one2one
MIR3666	MIR3666	ortholog_one2one
FAM13C	FAM13C	ortholog_one2one
ANGPT4	ANGPT4	ortholog_one2one
HYDIN	HYDIN	ortholog_one2one
COX4I1	COX4I1	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_many2many
Metazoa_SRP	Metazoa_SRP	ortholog_many2many
Metazoa_SRP	RN7SL750P	ortholog_one2many
ANKS3	ANKS3	ortholog_one2one
MEFV	MEFV	ortholog_one2one
MIER2	MIER2	ortholog_one2one
DNA2	DNA2	ortholog_one2one
REST	REST	ortholog_one2one
CDH7	CDH7	ortholog_one2one
CLMP	CLMP	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2many
Y_RNA	Y_RNA	ortholog_one2many
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
BBS10	BBS10	ortholog_one2one
NUDT12	NUDT12	ortholog_one2one
SLC3A2	SLC3A2	ortholog_one2one
Metazoa_SRP	RN7SL566P	ortholog_one2one
NAIF1	NAIF1	ortholog_one2one
NRIP3	NRIP3	ortholog_one2one
ZBTB25	ZBTB25	ortholog_one2one
ANKRD33	ANKRD33	ortholog_one2one
PARD6A	PARD6A	ortholog_one2one
Metazoa_SRP	RN7SL371P	ortholog_one2one
TLE6	TLE6	ortholog_one2one
PAF1	PAF1	ortholog_one2one
BCL7C	BCL7C	ortholog_one2one
WNT10A	WNT10A	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
Metazoa_SRP	RN7SL560P	ortholog_one2many
USP53	USP53	ortholog_one2one
IDO1	IDO1	ortholog_one2one
SUN3	SUN3	ortholog_one2one
TBC1D9B	TBC1D9B	ortholog_one2one
GFER	GFER	ortholog_one2one
	KYAT1	ortholog_one2many
