Gene stable ID	Gene name	Macaque gene stable ID	Macaque gene name	Macaque homology type
ENSMUSG00000039908	Slc26a11	ENSMMUG00000002850	SLC26A11	ortholog_one2one
ENSMUSG00000002778	Kdelr1	ENSMMUG00000013072	KDELR1	ortholog_one2one
ENSMUSG00000074771	Ankef1	ENSMMUG00000015923	ANKEF1	ortholog_one2one
ENSMUSG00000040231	Syngr4	ENSMMUG00000013070	SYNGR4	ortholog_one2one
ENSMUSG00000002781	Tmem143	ENSMMUG00000013068	TMEM143	ortholog_one2one
ENSMUSG00000070327	Rnf213	ENSMMUG00000005455	RNF213	ortholog_one2one
ENSMUSG00000028811	Yars	ENSMMUG00000019746	YARS1	ortholog_one2one
ENSMUSG00000027273	Snap25	ENSMMUG00000011064	SNAP25	ortholog_one2one
ENSMUSG00000040212	Emp3	ENSMMUG00000013067	EMP3	ortholog_one2one
ENSMUSG00000050390	C77080	ENSMMUG00000019743	KIAA1522	ortholog_one2one
ENSMUSG00000027274	Mkks	ENSMMUG00000031166	MKKS	ortholog_one2one
ENSMUSG00000030834	Abcc6	ENSMMUG00000041962	ABCC6	ortholog_one2one
ENSMUSG00000026930	Gpsm1	ENSMMUG00000003081	GPSM1	ortholog_one2one
ENSMUSG00000001333	Sync	ENSMMUG00000047454	SYNC	ortholog_one2one
ENSMUSG00000057236	Rbbp4	ENSMMUG00000050293		ortholog_one2one
ENSMUSG00000030835	Nomo1	ENSMMUG00000005919		ortholog_one2one
ENSMUSG00000025582	Nptx1	ENSMMUG00000001286	NPTX1	ortholog_one2one
ENSMUSG00000057572	Zbtb8os	ENSMMUG00000009939	ZBTB8OS	ortholog_one2one
ENSMUSG00002076802	Gm55776	ENSMMUG00000037428		ortholog_one2one
ENSMUSG00000025371	Chmp6	ENSMMUG00000060324	CHMP6	ortholog_one2one
ENSMUSG00000028807	Zbtb8a	ENSMMUG00000051742	ZBTB8A	ortholog_one2one
ENSMUSG00000025372	Baiap2	ENSMMUG00000015512	BAIAP2	ortholog_one2one
ENSMUSG00000044042	Fmn1	ENSMMUG00000029785	FMN1	ortholog_one2one
ENSMUSG00000003269	Cyth2	ENSMMUG00000001793	CYTH2	ortholog_one2one
ENSMUSG00000025375	Aatk	ENSMMUG00000015514	AATK	ortholog_one2one
ENSMUSG00000075467	Dnlz	ENSMMUG00000003083	DNLZ	ortholog_one2one
ENSMUSG00000023079	Gtf2ird1	ENSMMUG00000018842	GTF2IRD1	ortholog_one2one
ENSMUSG00000026928	Card9	ENSMMUG00000003084	CARD9	ortholog_one2one
ENSMUSG00000019370	Calm3	ENSMMUG00000017921	CALM3	ortholog_one2one
ENSMUSG00000027281	Slx4ip	ENSMMUG00000018114	SLX4IP	ortholog_one2one
ENSMUSG00000064689	Gm25815	ENSMMUG00000025630	U6	ortholog_one2one
ENSMUSG00000041141	Pnma8a	ENSMMUG00000005827	PNMA8A	ortholog_one2one
ENSMUSG00000108348	Pnma8c	ENSMMUG00000061795	PNMA8C	ortholog_one2one
ENSMUSG00000003099	Ppp5c	ENSMMUG00000000217	PPP5C	ortholog_one2one
ENSMUSG00000027276	Jag1	ENSMMUG00000018116	JAG1	ortholog_one2one
ENSMUSG00000025583	Rptor	ENSMMUG00000006761	RPTOR	ortholog_one2one
ENSMUSG00000004328	Hif3a	ENSMMUG00000000215	HIF3A	ortholog_one2one
ENSMUSG00000062098	Btbd3	ENSMMUG00000037665	BTBD3	ortholog_one2one
ENSMUSG00000068615	Gjd2	ENSMMUG00000007028	GJD2	ortholog_one2one
ENSMUSG00000039092	Sptlc3	ENSMMUG00000000089	SPTLC3	ortholog_one2one
ENSMUSG00000041117	Ccdc8	ENSMMUG00000003190	CCDC8	ortholog_one2one
ENSMUSG00000036281	Snapc4	ENSMMUG00000003086	SNAPC4	ortholog_one2one
ENSMUSG00000020774	Aspa	ENSMMUG00000056697	ASPA	ortholog_one2one
ENSMUSG00000112920	Spata22	ENSMMUG00000011058	SPATA22	ortholog_one2one
ENSMUSG00000074766	Ism1	ENSMMUG00000015939	ISM1	ortholog_one2one
ENSMUSG00000068614	Actc1	ENSMMUG00000007027	ACTC1	ortholog_one2one
ENSMUSG00000058761	Rnf169	ENSMMUG00000052870	RNF169	ortholog_one2one
ENSMUSG00000035211	Xrra1	ENSMMUG00000021039	XRRA1	ortholog_one2one
ENSMUSG00000039033	Tasp1	ENSMMUG00000006519	TASP1	ortholog_one2one
ENSMUSG00000045624	Esf1	ENSMMUG00000062485	ESF1	ortholog_one2one
ENSMUSG00000074764	Sel1l2	ENSMMUG00000002202	SEL1L2	ortholog_one2one
ENSMUSG00000073960	Or51f1d	ENSMMUG00000062162	OR51F1	ortholog_one2many
ENSMUSG00000078080	Or51f1e	ENSMMUG00000062162	OR51F1	ortholog_one2many
ENSMUSG00000026927	Entr1	ENSMMUG00000003089	ENTR1	ortholog_one2one
ENSMUSG00000070379	Or3a1c	ENSMMUG00000022684	OR3A1	ortholog_one2many
ENSMUSG00000070378	Or1a1	ENSMMUG00000062583	OR1A1	ortholog_one2many
ENSMUSG00000070377	Or1a1b	ENSMMUG00000062583	OR1A1	ortholog_one2many
ENSMUSG00000042219	Or51m1	ENSMMUG00000061614	OR51M1	ortholog_one2one
ENSMUSG00000119837	n-R5s71	ENSMMUG00000054908	5S_rRNA	ortholog_one2one
ENSMUSG00000063116	Or3a1	ENSMMUG00000022684	OR3A1	ortholog_one2many
ENSMUSG00000058275	Or1d2	ENSMMUG00000056998		ortholog_one2one
ENSMUSG00000073914	Or52e4	ENSMMUG00000049399	OR52E4	ortholog_one2one
ENSMUSG00000018924	Alox15	ENSMMUG00000030381	ALOX15	ortholog_one2one
ENSMUSG00000073906	Or52w1	ENSMMUG00000056550	OR52W1	ortholog_one2one
ENSMUSG00000018921	Pelp1	ENSMMUG00000010150	PELP1	ortholog_one2one
ENSMUSG00000044465	Fhip1b	ENSMMUG00000016882	FHIP1B	ortholog_one2one
ENSMUSG00000040383	Aqr	ENSMMUG00000002337	AQR	ortholog_one2one
ENSMUSG00000060216	Arrb2	ENSMMUG00000017654	ARRB2	ortholog_one2one
ENSMUSG00000040321	Zfp770	ENSMMUG00000046486	ZNF770	ortholog_one2one
ENSMUSG00000068205	Macrod2	ENSMMUG00000043649	MACROD2	ortholog_one2one
ENSMUSG00000078611	Gm5901	ENSMMUG00000016881	C14H11orf42	ortholog_one2one
ENSMUSG00000030897	Cnga4	ENSMMUG00000016883	CNGA4	ortholog_one2one
ENSMUSG00000051379	Flrt3	ENSMMUG00000002916	FLRT3	ortholog_one2one
ENSMUSG00000037060	Cavin3	ENSMMUG00000057794	CAVIN3	ortholog_one2one
ENSMUSG00000018923	Med11	ENSMMUG00000004892	MED11	ortholog_one2one
ENSMUSG00000026926	Pmpca	ENSMMUG00000003098	PMPCA	ortholog_one2one
ENSMUSG00000040829	Zmynd15	ENSMMUG00000004890	ZMYND15	ortholog_one2one
ENSMUSG00000058709	Egln2	ENSMMUG00000001197	EGLN2	ortholog_one2many
ENSMUSG00000058709	Egln2	ENSMMUG00000063422	EGLN2	ortholog_one2many
ENSMUSG00000053291	Rab4b	ENSMMUG00000004813		ortholog_one2many
ENSMUSG00000053291	Rab4b	ENSMMUG00000056624		ortholog_one2many
ENSMUSG00000057147	Dph6	ENSMMUG00000004160	DPH6	ortholog_one2one
ENSMUSG00000062825	Actg1	ENSMMUG00000012054	ACTG1	ortholog_one2one
ENSMUSG00000089661	Mia	ENSMMUG00000013632	MIA	ortholog_one2one
ENSMUSG00000061479	Snrpa	ENSMMUG00000022024	SNRPA	ortholog_one2one
ENSMUSG00000025380	Fscn2	ENSMMUG00000001583	FSCN2	ortholog_one2one
ENSMUSG00000025384	Faap100	ENSMMUG00000001585	FAAP100	ortholog_one2one
ENSMUSG00000078786	BC024978	ENSMMUG00000017708	ACTMAP	ortholog_one2one
ENSMUSG00000040282	Cdin1	ENSMMUG00000006837	CDIN1	ortholog_one2one
ENSMUSG00000003752	Itpkc	ENSMMUG00000017706	ITPKC	ortholog_one2one
ENSMUSG00000003762	Coq8b	ENSMMUG00000004228	COQ8B	ortholog_one2one
ENSMUSG00000039691	Tspan10	ENSMMUG00000001589	TSPAN10	ortholog_one2one
ENSMUSG00000025386	Pde6g	ENSMMUG00000047080	PDE6G	ortholog_one2one
ENSMUSG00000026925	Inpp5e	ENSMMUG00000003105	INPP5E	ortholog_one2one
ENSMUSG00000039670	Oxld1	ENSMMUG00000061636	OXLD1	ortholog_one2one
ENSMUSG00000049957	Ccdc137	ENSMMUG00000008831	CCDC137	ortholog_one2one
ENSMUSG00000063160	Numbl	ENSMMUG00000004227	NUMBL	ortholog_one2one
ENSMUSG00000057594	Arl16	ENSMMUG00000045575	ARL16	ortholog_one2one
ENSMUSG00000038844	Kif16b	ENSMMUG00000009658	KIF16B	ortholog_one2one
ENSMUSG00000040488	Ltbp4	ENSMMUG00000020798	LTBP4	ortholog_one2one
ENSMUSG00000025793	Hgs	ENSMMUG00000008833	HGS	ortholog_one2one
ENSMUSG00000008333	Snrpb2	ENSMMUG00000061754	SNRPB2	ortholog_one2one
ENSMUSG00000027416	Otor	ENSMMUG00000014494	OTOR	ortholog_one2one
ENSMUSG00000027419	Pcsk2	ENSMMUG00000014626	PCSK2	ortholog_one2one
ENSMUSG00000025792	Slc25a10	ENSMMUG00000004457	SLC25A10	ortholog_one2one
ENSMUSG00000027420	Bfsp1	ENSMMUG00000014632	BFSP1	ortholog_one2one
ENSMUSG00000015932	Dstn	ENSMMUG00000013786	DSTN	ortholog_one2one
ENSMUSG00000026924	Sec16a	ENSMMUG00000003106	SEC16A	ortholog_one2one
ENSMUSG00000025127	Gcgr	ENSMMUG00000000256	GCGR	ortholog_one2one
ENSMUSG00000089832	Shkbp1	ENSMMUG00000020797	SHKBP1	ortholog_one2one
ENSMUSG00000039703	Nploc4	ENSMMUG00000001586	NPLOC4	ortholog_one2one
ENSMUSG00000011751	Sptbn4	ENSMMUG00000020796		ortholog_one2many
ENSMUSG00000011751	Sptbn4	ENSMMUG00000051535		ortholog_one2many
ENSMUSG00000027422	Rrbp1	ENSMMUG00000013787	RRBP1	ortholog_one2one
ENSMUSG00000047798	Cd300lf	ENSMMUG00000004055	CD300LF	ortholog_one2many
ENSMUSG00000037307	Banf2	ENSMMUG00000016037	BANF2	ortholog_one2one
ENSMUSG00000020733	Nherf1	ENSMMUG00000005737	NHERF1	ortholog_one2one
ENSMUSG00000015542	Nat9	ENSMMUG00000005738	NAT9	ortholog_one2one
ENSMUSG00000027423	Snx5	ENSMMUG00000011476	SNX5	ortholog_one2one
ENSMUSG00000040466	Blvrb	ENSMMUG00000015603	BLVRB	ortholog_one2one
ENSMUSG00000056938	Acbd4	ENSMMUG00000013589	ACBD4	ortholog_one2one
ENSMUSG00000055200	Sertad3	ENSMMUG00000020685	SERTAD3	ortholog_one2one
ENSMUSG00000008384	Sertad1	ENSMMUG00000016027	SERTAD1	ortholog_one2one
ENSMUSG00000077714	Snord17	ENSMMUG00000032814	SNORD17	ortholog_one2one
ENSMUSG00000026923	Notch1	ENSMMUG00000017022	NOTCH1	ortholog_one2one
ENSMUSG00000053198	Prx	ENSMMUG00000022625	PRX	ortholog_one2one
ENSMUSG00000040424	Hipk4	ENSMMUG00000006072	HIPK4	ortholog_one2one
ENSMUSG00000003363	Pld3	ENSMMUG00000006071	PLD3	ortholog_one2one
ENSMUSG00000065417	Mir340	ENSMMUG00000027004	mml-mir-340	ortholog_one2one
ENSMUSG00000036644	Tbc1d9b	ENSMMUG00000021057	TBC1D9B	ortholog_one2one
ENSMUSG00000006311	Etv2	ENSMMUG00000018953	ETV2	ortholog_one2one
ENSMUSG00000036733	Rbm42	ENSMMUG00000018954	RBM42	ortholog_one2one
ENSMUSG00000027424	Mgme1	ENSMMUG00000011479	MGME1	ortholog_one2one
ENSMUSG00000020381	Mrnip	ENSMMUG00000021056	MRNIP	ortholog_one2one
ENSMUSG00000027210	Meis2	ENSMMUG00000006840	MEIS2	ortholog_one2one
ENSMUSG00000078762	Haus5	ENSMMUG00000021395	HAUS5	ortholog_one2one
ENSMUSG00000015837	Sqstm1	ENSMMUG00000021055	SQSTM1	ortholog_one2one
ENSMUSG00000036620	Mgat4b	ENSMMUG00000012374	MGAT4B	ortholog_one2one
ENSMUSG00000013083	2200002J24Rik	ENSMMUG00000052782		ortholog_one2one
ENSMUSG00000005553	Atp4a	ENSMMUG00000000845	ATP4A	ortholog_one2one
ENSMUSG00000050567	Maml1	ENSMMUG00000012371	MAML1	ortholog_one2one
ENSMUSG00000020368	Canx	ENSMMUG00000012370	CANX	ortholog_one2one
ENSMUSG00000006315	Tmem147	ENSMMUG00000000841	TMEM147	ortholog_one2one
ENSMUSG00000050087	Cby3	ENSMMUG00000052541		ortholog_one2many
ENSMUSG00000050087	Cby3	ENSMMUG00000043680	CBY3	ortholog_one2many
ENSMUSG00000007850	Hnrnph1	ENSMMUG00000010843	HNRNPH1	ortholog_one2one
ENSMUSG00000061099	Gapdhs	ENSMMUG00000000837	GAPDHS	ortholog_one2one
ENSMUSG00000030898	Cckbr	ENSMMUG00000016884	CCKBR	ortholog_one2one
ENSMUSG00000037279	Ovol2	ENSMMUG00000053412	OVOL2	ortholog_one2one
ENSMUSG00000031073	Fgf15	ENSMMUG00000053386	FGF19	ortholog_one2one
ENSMUSG00000029126	Nsg1	ENSMMUG00000020203	NSG1	ortholog_one2one
ENSMUSG00000119732	Gm23714	ENSMMUG00000028336	U6	ortholog_one2one
ENSMUSG00000020375	Rufy1	ENSMMUG00000018666	RUFY1	ortholog_one2one
ENSMUSG00000026883	Dab2ip	ENSMMUG00000004639	DAB2IP	ortholog_one2one
ENSMUSG00000029127	Zbtb49	ENSMMUG00000023394	ZBTB49	ortholog_one2one
ENSMUSG00000041578	Crx	ENSMMUG00000049999	CRX	ortholog_one2one
ENSMUSG00000020716	Nf1	ENSMMUG00000008605	NF1	ortholog_one2one
ENSMUSG00000041560	Nop53	ENSMMUG00000013348	NOP53	ortholog_one2one
ENSMUSG00000067367	Lyar	ENSMMUG00000023393	LYAR	ortholog_one2one
ENSMUSG00000080478	Snord23	ENSMMUG00000038597	SNORD23	ortholog_one2one
ENSMUSG00000074364	Ehd2	ENSMMUG00000040121	EHD2	ortholog_one2one
ENSMUSG00000070808	Bicra	ENSMMUG00000019356	BICRA	ortholog_one2one
ENSMUSG00000078796	Zfp541	ENSMMUG00000014729	ZNF541	ortholog_one2one
ENSMUSG00000067365	Tmem128	ENSMMUG00000023242	TMEM128	ortholog_one2one
ENSMUSG00000006024	Napa	ENSMMUG00000014727	NAPA	ortholog_one2one
ENSMUSG00000039358	Drd5	ENSMMUG00000002783	DRD5	ortholog_one2one
ENSMUSG00000005107	Slc2a9	ENSMMUG00000002785	SLC2A9	ortholog_one2one
ENSMUSG00000006021	Kptn	ENSMMUG00000014723	KPTN	ortholog_one2one
ENSMUSG00000030376	Slc8a2	ENSMMUG00000014718	SLC8A2	ortholog_one2one
ENSMUSG00000025103	Btbd1	ENSMMUG00000041714	BTBD1	ortholog_one2one
ENSMUSG00000064419	Gm22249	ENSMMUG00000024966	U4	ortholog_one2one
ENSMUSG00000051596	Otop1	ENSMMUG00000002782	OTOP1	ortholog_one2one
ENSMUSG00000038623	Tm6sf1	ENSMMUG00000009084	TM6SF1	ortholog_one2one
ENSMUSG00000049612	Omg	ENSMMUG00000006824	OMG	ortholog_one2one
ENSMUSG00000027425	Kat14	ENSMMUG00000023140	KAT14	ortholog_one2one
ENSMUSG00000025104	Hdgfl3	ENSMMUG00000009087	HDGFL3	ortholog_one2one
ENSMUSG00000093938	Evi2b	ENSMMUG00000008603	EVI2B	ortholog_one2one
ENSMUSG00000029447	Cct6a	ENSMMUG00000015272	CCT6A	ortholog_one2one
ENSMUSG00000078771	Evi2a	ENSMMUG00000008604	EVI2A	ortholog_one2one
ENSMUSG00000029673	Auts2	ENSMMUG00000017675	AUTS2	ortholog_one2one
ENSMUSG00000017639	Rab11fip4	ENSMMUG00000008127	RAB11FIP4	ortholog_one2one
ENSMUSG00000007946	Phox2a	ENSMMUG00000060629	PHOX2A	ortholog_one2one
ENSMUSG00000032737	Inppl1	ENSMMUG00000010451	INPPL1	ortholog_one2one
ENSMUSG00000026885	Ttll11	ENSMMUG00000014477	TTLL11	ortholog_one2one
ENSMUSG00000088879	Gm25867	ENSMMUG00000024417	U6	ortholog_one2one
ENSMUSG00000077574	Gm24887	ENSMMUG00000061587	U6	ortholog_one2many
ENSMUSG00000077574	Gm24887	ENSMMUG00000053434	U6	ortholog_one2many
ENSMUSG00000077574	Gm24887	ENSMMUG00000034367	U6	ortholog_one2many
ENSMUSG00000004415	Col26a1	ENSMMUG00000048852	COL26A1	ortholog_one2one
ENSMUSG00000065395	Mir193a	ENSMMUG00000032853	mml-mir-193a	ortholog_one2one
ENSMUSG00000065283	Gm24454	ENSMMUG00000024041		ortholog_one2many
ENSMUSG00000065283	Gm24454	ENSMMUG00000025863		ortholog_one2many
ENSMUSG00000065283	Gm24454	ENSMMUG00000026461		ortholog_one2many
ENSMUSG00000018920	Cxcl16	ENSMMUG00000004891	CXCL16	ortholog_one2one
ENSMUSG00000033909	Usp36	ENSMMUG00000005352	USP36	ortholog_one2one
ENSMUSG00000026895	Ndufa8	ENSMMUG00000049344	NDUFA8	ortholog_one2one
ENSMUSG00000037259	Dzank1	ENSMMUG00000004139	DZANK1	ortholog_one2one
ENSMUSG00000033880	Lgals3bp	ENSMMUG00000019662	LGALS3BP	ortholog_one2one
ENSMUSG00000032725	Folr2	ENSMMUG00000010453	FOLR2	ortholog_one2one
ENSMUSG00000025575	Cant1	ENSMMUG00000021613	CANT1	ortholog_one2one
ENSMUSG00000007987	Ift22	ENSMMUG00000006136	IFT22	ortholog_one2one
ENSMUSG00000001827	Folr1	ENSMMUG00000010455	FOLR1	ortholog_one2one
ENSMUSG00000019054	Fis1	ENSMMUG00000052148	FIS1	ortholog_one2one
ENSMUSG00000026894	Morn5	ENSMMUG00000059107	MORN5	ortholog_one2one
ENSMUSG00000017446	C1qtnf1	ENSMMUG00000009504	C1QTNF1	ortholog_one2one
ENSMUSG00000027427	Polr3f	ENSMMUG00000004143	POLR3F	ortholog_one2one
ENSMUSG00000033857	Engase	ENSMMUG00000023027	ENGASE	ortholog_one2one
ENSMUSG00000001739	Cldn15	ENSMMUG00000007839	CLDN15	ortholog_one2one
ENSMUSG00000059518	Znhit1	ENSMMUG00000006951	ZNHIT1	ortholog_one2one
ENSMUSG00000027428	Rbbp9	ENSMMUG00000004146	RBBP9	ortholog_one2one
ENSMUSG00000078630	Tomt	ENSMMUG00000021280	LRTOMT	ortholog_one2one
ENSMUSG00000030842	Lamtor1	ENSMMUG00000021282	LAMTOR1	ortholog_one2one
ENSMUSG00000004846	Plod3	ENSMMUG00000006949	PLOD3	ortholog_one2one
ENSMUSG00000077359	Gm25308	ENSMMUG00000025751	U1	ortholog_one2one
ENSMUSG00000040152	Thbs1	ENSMMUG00000006035	THBS1	ortholog_one2one
ENSMUSG00000017466	Timp2	ENSMMUG00000005355	TIMP2	ortholog_one2one
ENSMUSG00000034706	Dnai2	ENSMMUG00000020974	DNAI2	ortholog_one2one
ENSMUSG00000066306	Numa1	ENSMMUG00000007330	NUMA1	ortholog_one2one
ENSMUSG00000037428	Vgf	ENSMMUG00000010164	VGF	ortholog_one2one
ENSMUSG00000027429	Sec23b	ENSMMUG00000012878	SEC23B	ortholog_one2one
ENSMUSG00000010021	Kif19a	ENSMMUG00000020975	KIF19	ortholog_one2one
ENSMUSG00000004849	Ap1s1	ENSMMUG00000010162	AP1S1	ortholog_one2one
ENSMUSG00000037411	Serpine1	ENSMMUG00000009926	SERPINE1	ortholog_one2one
ENSMUSG00000043279	Trim56	ENSMMUG00000017366	TRIM56	ortholog_one2one
ENSMUSG00000000202	Btbd17	ENSMMUG00000055658	BTBD17	ortholog_one2one
ENSMUSG00000070427	Il18bp	ENSMMUG00000007340	IL18BP	ortholog_one2one
ENSMUSG00000034677	Gpr142	ENSMMUG00000019178	GPR142	ortholog_one2one
ENSMUSG00000051043	Gprc5c	ENSMMUG00000013324	GPRC5C	ortholog_one2one
ENSMUSG00000094840	Muc3a	ENSMMUG00000061514	MUC3A	ortholog_one2one
ENSMUSG00000026890	Lhx6	ENSMMUG00000011453	LHX6	ortholog_one2one
ENSMUSG00000070426	Rnf121	ENSMMUG00000007326	RNF121	ortholog_one2one
ENSMUSG00000023328	Ache	ENSMMUG00000058568	ACHE	ortholog_one2one
ENSMUSG00000034652	Cd300a	ENSMMUG00000060412	CD300A	ortholog_many2many
ENSMUSG00000034652	Cd300a	ENSMMUG00000041765		ortholog_many2many
ENSMUSG00000034652	Cd300a	ENSMMUG00000064052		ortholog_many2many
ENSMUSG00000037364	Srrt	ENSMMUG00000021255	SRRT	ortholog_one2one
ENSMUSG00000063193	Cd300lb	ENSMMUG00000037742	CD300LB	ortholog_one2one
ENSMUSG00000058728	Cd300c	ENSMMUG00000039401	CD300C	ortholog_one2many
ENSMUSG00000034641	Cd300ld	ENSMMUG00000004055	CD300LF	ortholog_one2many
ENSMUSG00000030649	Anapc15	ENSMMUG00000064727		ortholog_one2one
ENSMUSG00000027344	Fsip1	ENSMMUG00000006038	FSIP1	ortholog_one2one
ENSMUSG00000044811	Cd300c2	ENSMMUG00000039401	CD300C	ortholog_one2many
ENSMUSG00000089753	Cd300ld2	ENSMMUG00000004055	CD300LF	ortholog_one2many
ENSMUSG00000069609	Cd300ld4	ENSMMUG00000004055	CD300LF	ortholog_one2many
ENSMUSG00000089722	Cd300ld5	ENSMMUG00000004055	CD300LF	ortholog_one2many
ENSMUSG00000027430	Dtd1	ENSMMUG00000012880	DTD1	ortholog_one2many
ENSMUSG00000027430	Dtd1	ENSMMUG00000010744		ortholog_one2many
ENSMUSG00000033917	Gde1	ENSMMUG00000013331	GDE1	ortholog_one2one
ENSMUSG00000069607	Cd300ld3	ENSMMUG00000004055	CD300LF	ortholog_one2many
ENSMUSG00000048498	Cd300e	ENSMMUG00000020462	CD300E	ortholog_one2one
ENSMUSG00000045980	Tmem104	ENSMMUG00000005739	TMEM104	ortholog_one2one
ENSMUSG00000040133	Gpr176	ENSMMUG00000006039	GPR176	ortholog_one2one
ENSMUSG00000033904	Ccp110	ENSMMUG00000013334	CCP110	ortholog_one2one
ENSMUSG00000027431	Scp2d1	ENSMMUG00000050690	SCP2D1	ortholog_one2one
ENSMUSG00000026889	Rbm18	ENSMMUG00000011455	RBM18	ortholog_one2one
ENSMUSG00000020734	Grin2c	ENSMMUG00000005744	GRIN2C	ortholog_one2one
ENSMUSG00000026887	Mrrf	ENSMMUG00000012882	MRRF	ortholog_one2one
ENSMUSG00000030982	Vps35l	ENSMMUG00000013338	VPS35L	ortholog_one2one
ENSMUSG00000023348	Trip6	ENSMMUG00000064857		ortholog_one2many
ENSMUSG00000023348	Trip6	ENSMMUG00000021252	TRIP6	ortholog_one2many
ENSMUSG00000063873	Slc24a3	ENSMMUG00000002321	SLC24A3	ortholog_one2one
ENSMUSG00000050201	Otop2	ENSMMUG00000053983	OTOP2	ortholog_one2one
ENSMUSG00000037344	Slc12a9	ENSMMUG00000021248	SLC12A9	ortholog_one2one
ENSMUSG00000045288	Ush1g	ENSMMUG00000054593	USH1G	ortholog_one2one
ENSMUSG00000018862	Otop3	ENSMMUG00000023405	OTOP3	ortholog_one2one
ENSMUSG00000047250	Ptgs1	ENSMMUG00000012886	PTGS1	ortholog_one2one
ENSMUSG00000029710	Ephb4	ENSMMUG00000007375	EPHB4	ortholog_one2one
ENSMUSG00000034586	Hid1	ENSMMUG00000023406	HID1	ortholog_one2one
ENSMUSG00000026921	Egfl7	ENSMMUG00000026981	EGFL7	ortholog_one2one
ENSMUSG00000050910	Cdr2l	ENSMMUG00000063153	CDR2L	ortholog_one2one
ENSMUSG00000020732	Rab37	ENSMMUG00000005733	RAB37	ortholog_one2one
ENSMUSG00000077667	Gm26147	ENSMMUG00000027866		ortholog_one2many
ENSMUSG00000030980	Knop1	ENSMMUG00000002707	KNOP1	ortholog_one2one
ENSMUSG00000020871	Dlx4	ENSMMUG00000017658	DLX4	ortholog_one2one
ENSMUSG00000019590	Cyb561	ENSMMUG00000013412	CYB561	ortholog_one2one
ENSMUSG00000073856	Iqck	ENSMMUG00000002708	IQCK	ortholog_one2one
ENSMUSG00000008734	Gprc5b	ENSMMUG00000002709	GPRC5B	ortholog_one2one
ENSMUSG00000020681	Ace	ENSMMUG00000012608	ACE	ortholog_one2one
ENSMUSG00000030976	Tex36	ENSMMUG00000021270	TEX36	ortholog_one2one
ENSMUSG00000039990	Edrf1	ENSMMUG00000008535	EDRF1	ortholog_one2one
ENSMUSG00000029711	Epo	ENSMMUG00000022863	EPO	ortholog_one2one
ENSMUSG00000001768	Rin2	ENSMMUG00000010114	RIN2	ortholog_one2one
ENSMUSG00000029715	Pop7	ENSMMUG00000008581	POP7	ortholog_one2one
ENSMUSG00000029714	Gigyf1	ENSMMUG00000004082	GIGYF1	ortholog_one2one
ENSMUSG00000001901	Kcnh6	ENSMMUG00000005183	KCNH6	ortholog_one2one
ENSMUSG00000029713	Gnb2	ENSMMUG00000004080	GNB2	ortholog_one2one
ENSMUSG00000030981	Mmp21	ENSMMUG00000008537	MMP21	ortholog_one2one
ENSMUSG00000065540	Mir126a	ENSMMUG00000032649	mml-mir-126	ortholog_one2one
ENSMUSG00000030979	Uros	ENSMMUG00000008539	UROS	ortholog_one2one
ENSMUSG00000026922	Agpat2	ENSMMUG00000020990	AGPAT2	ortholog_one2one
ENSMUSG00000001983	Taco1	ENSMMUG00000050954	TACO1	ortholog_one2one
ENSMUSG00000020700	Map3k3	ENSMMUG00000016751	MAP3K3	ortholog_one2one
ENSMUSG00000030983	Bccip	ENSMMUG00000046184		ortholog_one2many
ENSMUSG00000030983	Bccip	ENSMMUG00000008541	BCCIP	ortholog_one2many
ENSMUSG00000040699	Limd2	ENSMMUG00000016755	LIMD2	ortholog_one2one
ENSMUSG00000002728	Naa20	ENSMMUG00000007708	NAA20	ortholog_one2one
ENSMUSG00000053111	Fank1	ENSMMUG00000009655	FANK1	ortholog_one2one
ENSMUSG00000069631	Strada	ENSMMUG00000016757	STRADA	ortholog_one2one
ENSMUSG00000029712	Actl6b	ENSMMUG00000007461	ACTL6B	ortholog_one2one
ENSMUSG00000075384	Or1j1	ENSMMUG00000060428	OR1J1	ortholog_one2one
ENSMUSG00000036186	Dipk1b	ENSMMUG00000049689	DIPK1B	ortholog_one2one
ENSMUSG00000030986	Dhx32	ENSMMUG00000008542	DHX32	ortholog_one2one
ENSMUSG00000097052	Snora43	ENSMMUG00000023939	SNORA17B	ortholog_one2many
ENSMUSG00002076211	Gm56222	ENSMMUG00000024662	U1	ortholog_one2one
ENSMUSG00000064858	Snora43	ENSMMUG00000024470		ortholog_many2many
ENSMUSG00000064858	Snora43	ENSMMUG00000048052		ortholog_many2many
ENSMUSG00000078622	Ccdc47	ENSMMUG00000016761	CCDC47	ortholog_one2one
ENSMUSG00000050015	Or1j4	ENSMMUG00000013711	OR1J4	ortholog_one2one
ENSMUSG00000029716	Tfr2	ENSMMUG00000002950	TFR2	ortholog_one2one
ENSMUSG00000001767	Crnkl1	ENSMMUG00000007709	CRNKL1	ortholog_one2one
ENSMUSG00000020705	Ddx42	ENSMMUG00000016762	DDX42	ortholog_one2one
ENSMUSG00000030603	Psmc4	ENSMMUG00000017188	PSMC4	ortholog_one2one
ENSMUSG00000015787	Abo	ENSMMUG00000015100	ABO	ortholog_one2one
ENSMUSG00000020706	Ftsj3	ENSMMUG00000016768	FTSJ3	ortholog_one2one
ENSMUSG00000055838	Or1q1	ENSMMUG00000060752	OR1Q1	ortholog_one2one
