Gene stable ID	Gene name	Zebrafish gene stable ID	Zebrafish gene name	Zebrafish homology type
ENSMUSG00000003752	Itpkc	ENSDARG00000067741	itpkcb	ortholog_one2many
ENSMUSG00000003762	Coq8b	ENSDARG00000101130	coq8b	ortholog_one2one
ENSMUSG00000046447	Camk2n1	ENSDARG00000101387	camk2n1	ortholog_one2one
ENSMUSG00000000581	C1d	ENSDARG00000021112	c1d	ortholog_one2one
ENSMUSG00000028367	Txn1	ENSDARG00000031435	TXN	ortholog_one2many
ENSMUSG00000028367	Txn1	ENSDARG00000044125	txn	ortholog_one2many
ENSMUSG00000086596	Susd5	ENSDARG00000088277		ortholog_one2one
ENSMUSG00000016984	Etaa1	ENSDARG00000078166		ortholog_one2many
ENSMUSG00000016984	Etaa1	ENSDARG00000074915	etaa1a	ortholog_one2many
ENSMUSG00000030016	Zfp638	ENSDARG00000104169		ortholog_one2one
ENSMUSG00000028369	Svep1	ENSDARG00000013526	SVEP1	ortholog_one2one
ENSMUSG00000047409	Ctdspl	ENSDARG00000071673	ctdspla	ortholog_one2many
ENSMUSG00000047409	Ctdspl	ENSDARG00000062116	ctdsplb	ortholog_one2many
ENSMUSG00000063160	Numbl	ENSDARG00000101949	numbl	ortholog_one2one
ENSMUSG00000070280	Slc22a14	ENSDARG00000019713		ortholog_many2many
ENSMUSG00000070280	Slc22a14	ENSDARG00000005335	slc22a4	ortholog_many2many
ENSMUSG00000070280	Slc22a14	ENSDARG00000071049	si:dkey-119m7.4	ortholog_many2many
ENSMUSG00000070280	Slc22a14	ENSDARG00000096654		ortholog_many2many
ENSMUSG00000070280	Slc22a14	ENSDARG00000054690		ortholog_many2many
ENSMUSG00000069476	Zfp616	ENSDARG00000094163		ortholog_one2many
ENSMUSG00000089832	Shkbp1	ENSDARG00000105050	SHKBP1	ortholog_one2one
ENSMUSG00000020160	Meis1	ENSDARG00000012078	meis1b	ortholog_one2one
ENSMUSG00000035769	Xylb	ENSDARG00000043260	xylb	ortholog_one2one
ENSMUSG00000008333	Snrpb2	ENSDARG00000039424	snrpb2	ortholog_one2one
ENSMUSG00000038668	Lpar1	ENSDARG00000099840	lpar1	ortholog_one2one
ENSMUSG00000027419	Pcsk2	ENSDARG00000019451	pcsk2	ortholog_one2one
ENSMUSG00000040466	Blvrb	ENSDARG00000096829	blvrb	ortholog_one2one
ENSMUSG00000061393	Acvr2b	ENSDARG00000044422	acvr2ba	ortholog_one2many
ENSMUSG00000061393	Acvr2b	ENSDARG00000103108	ACVR2B	ortholog_one2many
ENSMUSG00000027420	Bfsp1	ENSDARG00000074919	BFSP1	ortholog_one2one
ENSMUSG00000038807	Rap1gap2	ENSDARG00000091573		ortholog_many2many
ENSMUSG00000038807	Rap1gap2	ENSDARG00000061551	rap1gap2a	ortholog_many2many
ENSMUSG00000038807	Rap1gap2	ENSDARG00000074222	rap1gap2b	ortholog_many2many
ENSMUSG00000034533	Scn10a	ENSDARG00000102312	scn5lab	ortholog_one2many
ENSMUSG00000034533	Scn10a	ENSDARG00000090724	scn12aa	ortholog_one2many
ENSMUSG00000042111	Ccdc115	ENSDARG00000033533	ccdc115	ortholog_one2one
ENSMUSG00000003363	Pld3	ENSDARG00000068199	PLD3	ortholog_one2one
ENSMUSG00000026127	Imp4	ENSDARG00000054540	imp4	ortholog_one2one
ENSMUSG00000066152	Slc31a2	ENSDARG00000076092	slc31a2	ortholog_one2one
ENSMUSG00000069814	Ccdc92b	ENSDARG00000087088		ortholog_one2many
ENSMUSG00000069814	Ccdc92b	ENSDARG00000090642	CCDC92B	ortholog_one2many
ENSMUSG00000092517	Art2a	ENSDARG00000069998		ortholog_one2many
ENSMUSG00000020152	Actr2	ENSDARG00000052438	actr2a	ortholog_one2many
ENSMUSG00000020152	Actr2	ENSDARG00000070076	actr2b	ortholog_one2many
ENSMUSG00000028523	Dynlt5	ENSDARG00000103545	dynlt5	ortholog_one2one
ENSMUSG00000042213	Zfand4	ENSDARG00000076703	zfand4	ortholog_one2one
ENSMUSG00000066090	Insl5	ENSDARG00000069294	insl5b	ortholog_one2many
ENSMUSG00000066090	Insl5	ENSDARG00000070966	insl5a	ortholog_one2many
ENSMUSG00000035126	Dnai4	ENSDARG00000044400	dnai4	ortholog_one2one
ENSMUSG00000030165	Klrd1	ENSDARG00000074732		ortholog_many2many
ENSMUSG00000030165	Klrd1	ENSDARG00000052656		ortholog_many2many
ENSMUSG00000030165	Klrd1	ENSDARG00000090945		ortholog_many2many
ENSMUSG00000030165	Klrd1	ENSDARG00000088023	si:dkey-26c10.5	ortholog_many2many
ENSMUSG00000026125	Prss39	ENSDARG00000059026	zgc:123217	ortholog_many2many
ENSMUSG00000026125	Prss39	ENSDARG00000096975		ortholog_many2many
ENSMUSG00000026125	Prss39	ENSDARG00000102727		ortholog_many2many
ENSMUSG00000026125	Prss39	ENSDARG00000100953		ortholog_many2many
ENSMUSG00000026125	Prss39	ENSDARG00000004748	zgc:100868	ortholog_many2many
ENSMUSG00000027422	Rrbp1	ENSDARG00000041703	rrbp1b	ortholog_one2many
ENSMUSG00000027422	Rrbp1	ENSDARG00000013763	rrbp1a	ortholog_one2many
ENSMUSG00000030228	Pik3c2g	ENSDARG00000099803		ortholog_one2one
ENSMUSG00000020741	Cluh	ENSDARG00000060566	CLUH	ortholog_one2many
ENSMUSG00000020741	Cluh	ENSDARG00000030913	cluha	ortholog_one2many
ENSMUSG00000037529	Prss40	ENSDARG00000059026	zgc:123217	ortholog_many2many
ENSMUSG00000037529	Prss40	ENSDARG00000096975		ortholog_many2many
ENSMUSG00000037529	Prss40	ENSDARG00000102727		ortholog_many2many
ENSMUSG00000037529	Prss40	ENSDARG00000100953		ortholog_many2many
ENSMUSG00000037529	Prss40	ENSDARG00000004748	zgc:100868	ortholog_many2many
ENSMUSG00000032512	Wdr48	ENSDARG00000102302	WDR48	ortholog_one2many
ENSMUSG00000032512	Wdr48	ENSDARG00000102734	wdr48a	ortholog_one2many
ENSMUSG00000032512	Wdr48	ENSDARG00000038543	wdr48b	ortholog_one2many
ENSMUSG00000028522	Mier1	ENSDARG00000041072	mier1a	ortholog_one2many
ENSMUSG00000028522	Mier1	ENSDARG00000001447	mier1b	ortholog_one2many
ENSMUSG00000049761	Pmis2	ENSDARG00000068456	TMEM91	ortholog_one2many
ENSMUSG00000013083	2200002J24Rik	ENSDARG00000062208		ortholog_many2many
ENSMUSG00000026114	Cnga3	ENSDARG00000070726	CNGA3	ortholog_one2many
ENSMUSG00000026114	Cnga3	ENSDARG00000012297	CNGA3	ortholog_one2many
ENSMUSG00000027423	Snx5	ENSDARG00000020442	snx5	ortholog_one2one
ENSMUSG00000026113	Inpp4a	ENSDARG00000070995	inpp4ab	ortholog_one2many
ENSMUSG00000026113	Inpp4a	ENSDARG00000063352	inpp4aa	ortholog_one2many
ENSMUSG00000026923	Notch1	ENSDARG00000103554	notch1a	ortholog_one2many
ENSMUSG00000026923	Notch1	ENSDARG00000052094	notch1b	ortholog_one2many
ENSMUSG00000006315	Tmem147	ENSDARG00000039913	tmem147	ortholog_one2one
ENSMUSG00000044066	Cep68	ENSDARG00000039411	cep68	ortholog_one2one
ENSMUSG00000020142	Slc1a4	ENSDARG00000000551	slc1a4	ortholog_one2one
ENSMUSG00000030209	Grin2b	ENSDARG00000030376	grin2bb	ortholog_one2many
ENSMUSG00000030209	Grin2b	ENSDARG00000079348	GRIN2B	ortholog_one2many
ENSMUSG00000028521	Slc35d1	ENSDARG00000027986	slc35d1b	ortholog_one2many
ENSMUSG00000028521	Slc35d1	ENSDARG00000011973	slc35d1a	ortholog_one2many
ENSMUSG00000061099	Gapdhs	ENSDARG00000039914	gapdhs	ortholog_one2one
ENSMUSG00000020745	Pafah1b1	ENSDARG00000032013	pafah1b1a	ortholog_one2many
ENSMUSG00000020745	Pafah1b1	ENSDARG00000026595	pafah1b1b	ortholog_one2many
ENSMUSG00000030898	Cckbr	ENSDARG00000076824	CCKBR	ortholog_one2many
ENSMUSG00000030898	Cckbr	ENSDARG00000074117	cckbra	ortholog_one2many
ENSMUSG00000052336	Cx3cr1	ENSDARG00000079829		ortholog_many2many
ENSMUSG00000052336	Cx3cr1	ENSDARG00000070755		ortholog_many2many
ENSMUSG00000052336	Cx3cr1	ENSDARG00000105363		ortholog_many2many
ENSMUSG00000032513	Gorasp1	ENSDARG00000101928	gorasp1b	ortholog_one2many
ENSMUSG00000032513	Gorasp1	ENSDARG00000003068	gorasp1a	ortholog_one2many
ENSMUSG00000031073	Fgf15	ENSDARG00000098663	fgf19	ortholog_one2one
ENSMUSG00000094973	Eif4a3l1	ENSDARG00000102978	eif4a3	ortholog_one2many
ENSMUSG00000045291	Ube2q2l	ENSDARG00000013990	ube2q2	ortholog_many2many
ENSMUSG00000045291	Ube2q2l	ENSDARG00000100766	ube2q1	ortholog_many2many
ENSMUSG00000027424	Mgme1	ENSDARG00000016656	mgme1	ortholog_one2one
ENSMUSG00000032514	Ttc21a	ENSDARG00000116146		ortholog_one2one
ENSMUSG00002075937	Gm55438	ENSDARG00000112120	5S_rRNA	ortholog_one2many
ENSMUSG00000049800	Sertad2	ENSDARG00000055530	sertad2b	ortholog_one2one
ENSMUSG00002075697	Gm55441	ENSDARG00000112120	5S_rRNA	ortholog_one2many
ENSMUSG00000035069	Oma1	ENSDARG00000090503	OMA1	ortholog_one2one
ENSMUSG00000041578	Crx	ENSDARG00000043483	otx5	ortholog_one2one
ENSMUSG00000010554	Mettl16	ENSDARG00000055838	mettl16	ortholog_one2one
ENSMUSG00000027210	Meis2	ENSDARG00000098240	meis2a	ortholog_one2many
ENSMUSG00000027210	Meis2	ENSDARG00000077840	meis2b	ortholog_one2many
ENSMUSG00000028613	Lrp8	ENSDARG00000070074	lrp8	ortholog_one2one
ENSMUSG00000041571	Selenow	ENSDARG00000035136	selenow1	ortholog_one2one
ENSMUSG00000041560	Nop53	ENSDARG00000100452	nop53	ortholog_one2one
ENSMUSG00000038893	Fam117a	ENSDARG00000079252	fam117ab	ortholog_one2many
ENSMUSG00000038893	Fam117a	ENSDARG00000078640	FAM117A	ortholog_one2many
ENSMUSG00000074364	Ehd2	ENSDARG00000040362	ehd2b	ortholog_one2many
ENSMUSG00000074364	Ehd2	ENSDARG00000035137	EHD2	ortholog_one2many
ENSMUSG00000032515	Csrnp1	ENSDARG00000038429	csrnp1b	ortholog_one2many
ENSMUSG00000032515	Csrnp1	ENSDARG00000031426		ortholog_one2many
ENSMUSG00000070808	Bicra	ENSDARG00000061159	BICRA	ortholog_one2one
ENSMUSG00000000282	Mnt	ENSDARG00000101859	MNT	ortholog_one2many
ENSMUSG00000000282	Mnt	ENSDARG00000073988	mntb	ortholog_one2many
ENSMUSG00000079243	Xirp1	ENSDARG00000030722	xirp1	ortholog_one2one
ENSMUSG00000078796	Zfp541	ENSDARG00000052188		ortholog_one2one
ENSMUSG00000049659	Aftph	ENSDARG00000069249	aftpha	ortholog_one2many
ENSMUSG00000049659	Aftph	ENSDARG00000071347		ortholog_one2many
ENSMUSG00000042262	Ccr8	ENSDARG00000079829		ortholog_many2many
ENSMUSG00000042262	Ccr8	ENSDARG00000070755		ortholog_many2many
ENSMUSG00000042262	Ccr8	ENSDARG00000105363		ortholog_many2many
ENSMUSG00000032519	Slc25a38	ENSDARG00000059805	slc25a38a	ortholog_one2many
ENSMUSG00000032519	Slc25a38	ENSDARG00000074533	slc25a38b	ortholog_one2many
ENSMUSG00000006024	Napa	ENSDARG00000020405	napab	ortholog_one2many
ENSMUSG00000006024	Napa	ENSDARG00000067605	napaa	ortholog_one2many
ENSMUSG00000032518	Rpsa	ENSDARG00000019181	rpsa	ortholog_one2one
ENSMUSG00000006021	Kptn	ENSDARG00000015937	kptn	ortholog_one2one
ENSMUSG00000042363	Lgalsl	ENSDARG00000059060	lgalsla	ortholog_many2many
ENSMUSG00000042363	Lgalsl	ENSDARG00000055525	lgalslb	ortholog_many2many
ENSMUSG00000065041	Gm24044	ENSDARG00000081943	SNORA62	ortholog_many2many
ENSMUSG00000065041	Gm24044	ENSDARG00000116745	SNORA62	ortholog_many2many
ENSMUSG00000065041	Gm24044	ENSDARG00000113571	SNORA62	ortholog_many2many
ENSMUSG00000020873	Slc35b1	ENSDARG00000038213	slc35b1	ortholog_one2one
ENSMUSG00000026112	Coa5	ENSDARG00000094833	coa5	ortholog_one2one
ENSMUSG00000030376	Slc8a2	ENSDARG00000008912	slc8a2a	ortholog_one2many
ENSMUSG00000030376	Slc8a2	ENSDARG00000100592	slc8a2b	ortholog_one2many
ENSMUSG00000026111	Unc50	ENSDARG00000040455	unc50	ortholog_one2one
ENSMUSG00000050912	Tmem123	ENSDARG00000095674		ortholog_one2one
ENSMUSG00000064671	Gm22807	ENSDARG00000085713		ortholog_many2many
ENSMUSG00000064671	Gm22807	ENSDARG00000083937		ortholog_many2many
ENSMUSG00000064671	Gm22807	ENSDARG00000083894		ortholog_many2many
ENSMUSG00000038351	Sgsm2	ENSDARG00000063307	SGSM2	ortholog_one2one
ENSMUSG00000057367	Birc2	ENSDARG00000044619	birc2	ortholog_one2many
ENSMUSG00000037279	Ovol2	ENSDARG00000100197		ortholog_one2one
ENSMUSG00000032000	Birc3	ENSDARG00000044619	birc2	ortholog_one2many
ENSMUSG00000026883	Dab2ip	ENSDARG00000069484	DAB2IP	ortholog_one2one
ENSMUSG00000025104	Hdgfl3	ENSDARG00000101464		ortholog_one2one
ENSMUSG00000020134	Peli1	ENSDARG00000044083	peli1b	ortholog_one2many
ENSMUSG00000020134	Peli1	ENSDARG00000091592	PELI1	ortholog_one2many
ENSMUSG00000026069	Il1rl1	ENSDARG00000101527		ortholog_one2one
ENSMUSG00000007946	Phox2a	ENSDARG00000007406	phox2a	ortholog_one2one
ENSMUSG00000032737	Inppl1	ENSDARG00000104222	inppl1a	ortholog_one2one
ENSMUSG00000057522	Spop	ENSDARG00000100519	spop	ortholog_one2many
ENSMUSG00000053070	Cfap300	ENSDARG00000000349	cfap300	ortholog_one2one
ENSMUSG00000040729	Cep126	ENSDARG00000068398		ortholog_one2one
ENSMUSG00000046719	Nxph3	ENSDARG00000070694	NXPH3	ortholog_one2one
ENSMUSG00000031997	Trpc6	ENSDARG00000056625	trpc6a	ortholog_one2many
ENSMUSG00000031997	Trpc6	ENSDARG00000067730	TRPC6	ortholog_one2many
ENSMUSG00000038335	Tsr1	ENSDARG00000007744	tsr1	ortholog_one2one
ENSMUSG00000032725	Folr2	ENSDARG00000102442	folr	ortholog_one2many
ENSMUSG00000055322	Tns1	ENSDARG00000020845	TNS1	ortholog_one2one
ENSMUSG00000000120	Ngfr	ENSDARG00000088708	NGFR	ortholog_one2many
ENSMUSG00000000120	Ngfr	ENSDARG00000089223	ngfrb	ortholog_one2many
ENSMUSG00000001827	Folr1	ENSDARG00000102442	folr	ortholog_one2many
ENSMUSG00000028710	Atpaf1	ENSDARG00000042799	atpaf1	ortholog_one2one
ENSMUSG00000033335	Dnm2	ENSDARG00000100145		ortholog_one2many
ENSMUSG00000033335	Dnm2	ENSDARG00000103054		ortholog_one2many
ENSMUSG00000033335	Dnm2	ENSDARG00000069937	dnm2a	ortholog_one2many
ENSMUSG00000033335	Dnm2	ENSDARG00000113332		ortholog_one2many
ENSMUSG00000033335	Dnm2	ENSDARG00000032238	dnm3a	ortholog_one2many
ENSMUSG00000038845	Phb1	ENSDARG00000057414	phb	ortholog_one2one
ENSMUSG00000075595	Zfp652	ENSDARG00000062302	ZNF652	ortholog_one2one
ENSMUSG00000028709	Mob3c	ENSDARG00000043705	mob3c	ortholog_one2one
ENSMUSG00000028708	Mknk1	ENSDARG00000078504		ortholog_many2many
ENSMUSG00000050860	Phospho1	ENSDARG00000008403	phospho1	ortholog_one2one
ENSMUSG00000020128	Vps54	ENSDARG00000102960	vps54	ortholog_one2one
ENSMUSG00000078630	Tomt	ENSDARG00000115463	tomt	ortholog_one2one
ENSMUSG00000030842	Lamtor1	ENSDARG00000076464	lamtor1	ortholog_one2one
ENSMUSG00000064307	Lrrc51	ENSDARG00000040668	lrrc51	ortholog_one2one
ENSMUSG00000066306	Numa1	ENSDARG00000102483	wu:fb44b02	ortholog_one2one
ENSMUSG00000028707	Dmbx1	ENSDARG00000002510	dmbx1b	ortholog_one2many
ENSMUSG00000028707	Dmbx1	ENSDARG00000009922	dmbx1a	ortholog_one2many
ENSMUSG00000027425	Kat14	ENSDARG00000041708	kat14	ortholog_one2one
ENSMUSG00000029127	Zbtb49	ENSDARG00000102111	zbtb49	ortholog_one2one
ENSMUSG00000018381	Abi3	ENSDARG00000063283		ortholog_many2many
ENSMUSG00000026885	Ttll11	ENSDARG00000060374	ttll11	ortholog_one2one
ENSMUSG00000067367	Lyar	ENSDARG00000098507	lyar	ortholog_one2one
ENSMUSG00000026180	Cxcr2	ENSDARG00000054975	CXCR1	ortholog_one2many
ENSMUSG00000048480	Cxcr1	ENSDARG00000054975	CXCR1	ortholog_one2many
ENSMUSG00000006304	Arpc2	ENSDARG00000075989	arpc2	ortholog_one2one
ENSMUSG00000070426	Rnf121	ENSDARG00000060282	rnf121	ortholog_one2one
ENSMUSG00000026895	Ndufa8	ENSDARG00000058041	ndufa8	ortholog_one2one
ENSMUSG00000063882	Uqcrh	ENSDARG00000059128	uqcrh	ortholog_one2one
ENSMUSG00000037259	Dzank1	ENSDARG00000055787	dzank1	ortholog_one2one
ENSMUSG00000028703	Lrrc41	ENSDARG00000096306		ortholog_one2one
ENSMUSG00000035024	Ncapd3	ENSDARG00000034773	ncapd3	ortholog_one2one
ENSMUSG00000006299	Aamp	ENSDARG00000045019	aamp	ortholog_one2one
ENSMUSG00000067365	Tmem128	ENSDARG00000110269	TMEM128	ortholog_one2one
ENSMUSG00000028702	Rad54l	ENSDARG00000018623	rad54l	ortholog_one2one
ENSMUSG00000039358	Drd5	ENSDARG00000037576	DRD5	ortholog_one2one
ENSMUSG00000005107	Slc2a9	ENSDARG00000117001		ortholog_one2one
ENSMUSG00000026894	Morn5	ENSDARG00000033610	morn5	ortholog_one2one
ENSMUSG00000030649	Anapc15	ENSDARG00000101285	anapc15	ortholog_one2many
ENSMUSG00000026179	Pnkd	ENSDARG00000071032	pnkd	ortholog_one2one
ENSMUSG00000038811	Gngt2	ENSDARG00000010680	gngt2a	ortholog_one2many
ENSMUSG00000038811	Gngt2	ENSDARG00000103543	gngt2b	ortholog_one2many
ENSMUSG00000027427	Polr3f	ENSDARG00000012572	polr3f	ortholog_one2one
ENSMUSG00000028700	Pomgnt1	ENSDARG00000052025	pomgnt1	ortholog_one2one
ENSMUSG00000033917	Gde1	ENSDARG00000055108	gde1	ortholog_one2one
ENSMUSG00000013418	B4galnt2	ENSDARG00000094579		ortholog_one2many
ENSMUSG00000013418	B4galnt2	ENSDARG00000070605		ortholog_one2many
ENSMUSG00000013418	B4galnt2	ENSDARG00000076361		ortholog_one2many
ENSMUSG00000027428	Rbbp9	ENSDARG00000040713	rbbp9	ortholog_one2one
ENSMUSG00000001891	Ugp2	ENSDARG00000005578	ugp2a	ortholog_one2many
ENSMUSG00000001891	Ugp2	ENSDARG00000008200	ugp2b	ortholog_one2many
ENSMUSG00000033904	Ccp110	ENSDARG00000101309		ortholog_one2one
ENSMUSG00000041986	Elmod1	ENSDARG00000062056	elmod1	ortholog_one2one
ENSMUSG00000040152	Thbs1	ENSDARG00000010785	THBS1	ortholog_one2many
ENSMUSG00000040152	Thbs1	ENSDARG00000103775	THBS1	ortholog_one2many
ENSMUSG00000032336	Nptn	ENSDARG00000103002	nptna	ortholog_one2many
ENSMUSG00000032336	Nptn	ENSDARG00000043864	nptnb	ortholog_one2many
ENSMUSG00000006301	Tmbim1	ENSDARG00000058323	tmbim1a	ortholog_one2many
ENSMUSG00000006301	Tmbim1	ENSDARG00000109373		ortholog_one2many
ENSMUSG00000030982	Vps35l	ENSDARG00000020041	vps35l	ortholog_one2one
ENSMUSG00000051596	Otop1	ENSDARG00000021566	OTOP1	ortholog_one2one
ENSMUSG00000038290	Smg6	ENSDARG00000100481	smg6	ortholog_one2one
ENSMUSG00000027429	Sec23b	ENSDARG00000019360	sec23b	ortholog_one2one
ENSMUSG00000032280	Tle3	ENSDARG00000002787	tle3a	ortholog_one2many
ENSMUSG00000032280	Tle3	ENSDARG00000069006	tle3b	ortholog_one2many
ENSMUSG00000033364	Usp37	ENSDARG00000040990	usp37	ortholog_one2one
ENSMUSG00000029673	Auts2	ENSDARG00000056427	AUTS2	ortholog_one2many
ENSMUSG00000029673	Auts2	ENSDARG00000020946	AUTS2	ortholog_one2many
ENSMUSG00000020321	Mdh1	ENSDARG00000017772	mdh1aa	ortholog_one2many
ENSMUSG00000020321	Mdh1	ENSDARG00000103849	mdh1ab	ortholog_one2many
ENSMUSG00000020319	Wdpcp	ENSDARG00000074590	WDPCP	ortholog_one2one
ENSMUSG00000026890	Lhx6	ENSDARG00000006896	lhx6a	ortholog_one2many
ENSMUSG00000026890	Lhx6	ENSDARG00000052165	LHX6	ortholog_one2many
ENSMUSG00000026174	Cnot9	ENSDARG00000033855	cnot9	ortholog_one2one
ENSMUSG00000026173	Plcd4	ENSDARG00000040684	PLCD4	ortholog_one2many
ENSMUSG00000026173	Plcd4	ENSDARG00000057975		ortholog_one2many
ENSMUSG00000007987	Ift22	ENSDARG00000020822	ift22	ortholog_one2one
ENSMUSG00000028701	Lurap1	ENSDARG00000115301	lurap1	ortholog_one2one
ENSMUSG00000005917	Otx1	ENSDARG00000094992	otx1	ortholog_one2one
ENSMUSG00000019054	Fis1	ENSDARG00000114549	fis1	ortholog_one2one
ENSMUSG00000028699	Tspan1	ENSDARG00000052027	TSPAN1	ortholog_one2one
ENSMUSG00000042302	Ehbp1	ENSDARG00000043643	EHBP1	ortholog_one2one
ENSMUSG00000055900	Tmem69	ENSDARG00000076017	tmem69	ortholog_one2one
ENSMUSG00000030980	Knop1	ENSDARG00000077721		ortholog_one2one
ENSMUSG00000028693	Nasp	ENSDARG00000039208	nasp	ortholog_one2one
ENSMUSG00000001739	Cldn15	ENSDARG00000100844	cldn15lb	ortholog_one2one
ENSMUSG00000059518	Znhit1	ENSDARG00000054574	znhit1	ortholog_one2one
ENSMUSG00000027430	Dtd1	ENSDARG00000044628	dtd1	ortholog_one2one
ENSMUSG00000040133	Gpr176	ENSDARG00000042515	gpr176	ortholog_one2one
ENSMUSG00000008734	Gprc5b	ENSDARG00000077080	gprc5ba	ortholog_one2many
ENSMUSG00000008734	Gprc5b	ENSDARG00000075141	gprc5bb	ortholog_one2many
ENSMUSG00000004846	Plod3	ENSDARG00000076317	plod3	ortholog_one2one
ENSMUSG00002075863	Gm56462	ENSDARG00000098611	5S_rRNA	ortholog_one2many
ENSMUSG00000027431	Scp2d1	ENSDARG00000102356	scp2b	ortholog_one2many
ENSMUSG00000027431	Scp2d1	ENSDARG00000012194	scp2a	ortholog_one2many
ENSMUSG00000026889	Rbm18	ENSDARG00000044255	rbm18	ortholog_one2one
ENSMUSG00000049904	Tmem17	ENSDARG00000116334	tmem17	ortholog_one2one
ENSMUSG00000028692	Akr1a1	ENSDARG00000052030	akr1a1b	ortholog_one2one
ENSMUSG00000057058	Skap1	ENSDARG00000001498	skap1	ortholog_one2one
ENSMUSG00000039990	Edrf1	ENSDARG00000019834	EDRF1	ortholog_one2one
ENSMUSG00000026887	Mrrf	ENSDARG00000034174	mrrf	ortholog_one2one
ENSMUSG00000026135	Zfp142	ENSDARG00000061373	ZNF142	ortholog_one2one
ENSMUSG00000028691	Prdx1	ENSDARG00000058734	prdx1	ortholog_one2one
ENSMUSG00000063873	Slc24a3	ENSDARG00000006760	SLC24A3	ortholog_one2one
ENSMUSG00000004849	Ap1s1	ENSDARG00000056803	ap1s1	ortholog_one2one
ENSMUSG00000026172	Bcs1l	ENSDARG00000012295	bcs1l	ortholog_one2one
ENSMUSG00000028836	Slc30a2	ENSDARG00000021305	slc30a2	ortholog_one2one
ENSMUSG00000047250	Ptgs1	ENSDARG00000052148	ptgs1	ortholog_one2one
ENSMUSG00000026171	Rnf25	ENSDARG00000027182	rnf25	ortholog_one2one
ENSMUSG00000020876	Snx11	ENSDARG00000052522	snx11	ortholog_one2one
ENSMUSG00000028838	Extl1	ENSDARG00000035649		ortholog_many2many
ENSMUSG00000030981	Mmp21	ENSDARG00000112495	mmp21	ortholog_one2one
ENSMUSG00000023328	Ache	ENSDARG00000031796	ache	ortholog_one2one
ENSMUSG00000026921	Egfl7	ENSDARG00000100657	egfl7	ortholog_one2one
ENSMUSG00000030979	Uros	ENSDARG00000027491	uros	ortholog_one2one
ENSMUSG00000018666	Cbx1	ENSDARG00000054442	cbx1b	ortholog_one2many
ENSMUSG00000018666	Cbx1	ENSDARG00000004189	cbx1a	ortholog_one2many
ENSMUSG00000051502	Ufsp1	ENSDARG00000061610	ufsp1	ortholog_one2one
ENSMUSG00000023348	Trip6	ENSDARG00000069331		ortholog_one2one
ENSMUSG00000038615	Nfe2l1	ENSDARG00000076533	nfe2l1b	ortholog_one2one
ENSMUSG00000033276	Stk36	ENSDARG00000061095	stk36	ortholog_one2one
ENSMUSG00000037344	Slc12a9	ENSDARG00000060366	slc12a9	ortholog_one2one
ENSMUSG00000030983	Bccip	ENSDARG00000004948	bccip	ortholog_one2one
ENSMUSG00000028832	Stmn1	ENSDARG00000033655	stmn1b	ortholog_one2many
ENSMUSG00000028832	Stmn1	ENSDARG00000004169	stmn1a	ortholog_one2many
ENSMUSG00000029710	Ephb4	ENSDARG00000027112	ephb4b	ortholog_one2one
ENSMUSG00000053111	Fank1	ENSDARG00000039657	FANK1	ortholog_one2one
ENSMUSG00000018672	Copz2	ENSDARG00000006786	copz2	ortholog_one2one
ENSMUSG00000065515	Mir152	ENSDARG00000080838	dre-mir-152	ortholog_one2one
ENSMUSG00000030986	Dhx32	ENSDARG00000077461	dhx32a	ortholog_one2many
ENSMUSG00000030986	Dhx32	ENSDARG00000079029	DHX32	ortholog_one2many
ENSMUSG00000018669	Cdk5rap3	ENSDARG00000045092	cdk5rap3	ortholog_one2one
ENSMUSG00000037348	Paqr7	ENSDARG00000034907	paqr7b	ortholog_one2one
ENSMUSG00000032816	Igdcc4	ENSDARG00000076919	IGDCC4	ortholog_one2one
ENSMUSG00000046671	Mtfr1l	ENSDARG00000003940	mtfr1l	ortholog_one2one
ENSMUSG00000030603	Psmc4	ENSDARG00000027099	psmc4	ortholog_one2one
ENSMUSG00000040652	Oaz2	ENSDARG00000059815	oaz2b	ortholog_one2many
ENSMUSG00000040652	Oaz2	ENSDARG00000045929	oaz2a	ortholog_one2many
ENSMUSG00000018659	Pnpo	ENSDARG00000017612	pnpo	ortholog_one2one
ENSMUSG00000033257	Ttll4	ENSDARG00000078935		ortholog_one2one
ENSMUSG00000037306	Man1c1	ENSDARG00000067912	MAN1C1	ortholog_one2one
ENSMUSG00000079173	Zan	ENSDARG00000056781	zanl	ortholog_one2one
ENSMUSG00000018678	Sp2	ENSDARG00000076763	sp2	ortholog_one2one
ENSMUSG00000037674	Rfx7	ENSDARG00000103691	RFX7	ortholog_one2many
ENSMUSG00000037674	Rfx7	ENSDARG00000077237	RFX7	ortholog_one2many
ENSMUSG00000037295	Ldlrap1	ENSDARG00000004311	ldlrap1a	ortholog_one2many
ENSMUSG00000037295	Ldlrap1	ENSDARG00000039750	ldlrap1b	ortholog_one2many
ENSMUSG00000001768	Rin2	ENSDARG00000074589	RIN2	ortholog_one2many
ENSMUSG00000001768	Rin2	ENSDARG00000077040	RIN2	ortholog_one2many
ENSMUSG00000038560	Sp6	ENSDARG00000099880	sp6	ortholog_one2one
ENSMUSG00000041143	Tmco4	ENSDARG00000078924	TMCO4	ortholog_one2one
ENSMUSG00000020877	Scrn2	ENSDARG00000043497	scrn2	ortholog_one2one
